ID	Name	NormalizedName	Type	NormalizedCategory	
d53	0.9%氯化钠注射液(3000ml)	氯化钠注射液	western	nd1	#N/A
d54	0.9%氯化钠注射液(500ml)	氯化钠注射液	western	nd1	#N/A
d55	0.9%氯化钠注射液(500ml)A	氯化钠注射液	western	nd1	#N/A
d56	0.9%氯化钠注射液(500ml)B	氯化钠注射液	western	nd1	#N/A
d57	0.9%氯化钠注射液(500ml)C	氯化钠注射液	western	nd1	#N/A
d58	0.9%氯化钠注射液(500ml)D	氯化钠注射液	western	nd1	#N/A
d59	0.9%氯化钠注射液(N.S)(玻璃瓶)	氯化钠注射液	western	nd1	#N/A
d60	0.9%氯化钠注射液(N.S)(玻璃瓶)(东莞)	氯化钠注射液	western	nd1	#N/A
d2009	复方氯化钠针(林格氏)	氯化钠注射液	western	nd1	#N/A
d2010	复方氯化钠针(林格氏)(四川)	氯化钠注射液	western	nd1	#N/A
d2011	复方氯化钠针(林格氏)(四川科伦)	氯化钠注射液	western	nd1	#N/A
d2012	复方氯化钠(四川科伦)	氯化钠注射液	western	nd1	#N/A
d2013	复方氯化钠注射液(四川科伦)	氯化钠注射液	western	nd1	#N/A
d2014	复方氯化钠注射液	氯化钠注射液	western	nd1	#N/A
d2015	氯化钠注射液	氯化钠注射液	western	nd1	#N/A
d2017	开瑞坦片(氯雷他定)	氯雷他定	western	nd429	#N/A
d2018	氯雷他定片(开瑞坦)	氯雷他定	western	nd429	#N/A
d2019	固令胶囊(氯膦酸二钠)	氯膦酸二钠	western	nd430	#N/A
d2022	氯霉素片	氯霉素	western	nd432	#N/A
d2024	氯霉素针	氯霉素	western	nd432	#N/A
d2025	氯霉素注射液	氯霉素	western	nd432	#N/A
d2020	氯霉素眼水(东康)	氯霉素滴眼液	western	nd431	#N/A
d2021	氯霉素滴眼液	氯霉素滴眼液	western	nd431	#N/A
d2023	氯霉素眼水	氯霉素滴眼液	western	nd431	#N/A
d2026	达路片(氯诺昔康)	氯诺昔康	western	nd433	#N/A
d2027	氯诺昔康片(达路)	氯诺昔康	western	nd433	#N/A
d2028	氯诺昔康针	氯诺昔康	western	nd433	#N/A
d2029	科素亚片(氯沙坦钾)	氯沙坦钾	western	nd434	#N/A
d2030	氯沙坦钾片(科素亚)	氯沙坦钾	western	nd434	#N/A
d2031	海捷亚片(氯沙坦钾氢氯噻)	氯沙坦钾氢氯噻嗪	western	nd435	#N/A
d2032	海捷亚片(氯沙坦钾氢氯噻嗪片)	氯沙坦钾氢氯噻嗪	western	nd435	#N/A
d2033	氯沙坦钾氢氯噻嗪片(海捷亚)	氯沙坦钾氢氯噻嗪	western	nd435	#N/A
d2034	氯硝西泮片	氯硝西泮	western	nd436	#N/A
d2035	复方氯唑沙宗分散片(鲁南贝特)	氯硝西泮	western	nd436	#N/A
d2036	复方氯唑沙宗胶囊(诗能)	氯硝西泮	western	nd436	#N/A
d2044	硫酸吗啡缓释片(美施康定)	吗啡	western	nd437	#N/A
d2045	硫酸吗啡控释片(美施康定)	吗啡	western	nd437	#N/A
d2046	吗啡缓释片(美施康定)	吗啡	western	nd437	#N/A
d2047	吗啡控释片(美施康定)	吗啡	western	nd437	#N/A
d2048	美施康定缓释片(吗啡)	吗啡	western	nd437	#N/A
d2049	美施康定控释片(吗啡)	吗啡	western	nd437	#N/A
d2050	吗啡针	吗啡	western	nd437	#N/A
d2051	吗啡注射液	吗啡	western	nd437	#N/A
d2052	盐酸吗啡针	吗啡	western	nd437	#N/A
d2053	吗替麦考酚酯胶囊(骁悉)	吗替麦考酚酯	western	nd438	#N/A
d2066	盐酸美金刚片(易倍申)	美金刚	western	nd439	#N/A
d2067	美罗培南针(美平)	美罗培南	western	nd440	#N/A
d2068	美平(注射用美罗培南)	美罗培南	western	nd440	#N/A
d2069	注射用美罗培南(美平)	美罗培南	western	nd440	#N/A
d2070	美洛西林钠针(力扬)	美洛西林	western	nd441	#N/A
d2071	美满霉素胶囊	美满霉素	western	nd442	#N/A
d2072	惠菲宁(美敏伪麻溶液)	美敏伪麻	western	nd443	#N/A
d2073	惠菲宁溶液(美敏伪麻)	美敏伪麻	western	nd443	#N/A
d2074	美敏伪麻溶液(儿童)(惠菲宁)	美敏伪麻	western	nd443	#N/A
d2075	美敏伪麻溶液(惠菲宁)	美敏伪麻	western	nd443	#N/A
d2076	美敏伪麻溶液	美敏伪麻	western	nd443	#N/A
d2077	美沙拉秦缓释颗粒剂(艾迪莎)	美沙拉嗪	western	nd444	#N/A
d2078	美沙拉嗪栓(莎尔福)	美沙拉嗪	western	nd444	#N/A
d2079	美沙拉秦缓释颗粒剂	美沙拉嗪	western	nd444	#N/A
d2080	美司那针(美安)	美司钠	western	nd445	#N/A
d2081	美司钠针(美安)	美司钠	western	nd445	#N/A
d2087	美西律片	美西律	western	nd447	#N/A
d2088	盐酸美西律片	美西律	western	nd447	#N/A
d2089	门冬氨酸钾镁针(潘南金)	门冬氨酸钾镁	western	nd448	#N/A
d2090	门冬氨酸钾镁注射液(潘南)	门冬氨酸钾镁	western	nd448	#N/A
d2091	门冬氨酸钾镁注射液(潘南金)	门冬氨酸钾镁	western	nd448	#N/A
d2092	潘南金片	门冬氨酸钾镁	western	nd448	#N/A
d2093	潘南金片(门冬氨酸钾镁)	门冬氨酸钾镁	western	nd448	#N/A
d2094	门冬氨酸鸟氨酸针(瑞甘)	门冬氨酸鸟氨酸	western	nd449	#N/A
d2095	瑞苷针(门冬氨酸鸟氨酸)	门冬氨酸鸟氨酸	western	nd449	#N/A
d2096	注射用门冬氨酸鸟氨酸(瑞苷)	门冬氨酸鸟氨酸	western	nd449	#N/A
d2097	复方门冬泛甘滴眼液(新乐敦)	门冬泛甘	western	nd450	#N/A
d2098	复方门冬泛甘眼水(新乐敦)	门冬泛甘	western	nd450	#N/A
d2099	新乐敦眼水	门冬泛甘	western	nd450	#N/A
d2100	复方门冬维甘滴眼液(新乐敦)	门冬泛甘	western	nd450	#N/A
d3762	左旋门冬酰胺酶针	门冬酰胺酶	western	nd800	#N/A
d2101	(诺和锐笔芯)门冬胰岛素注射液	门冬胰岛素	western	nd451	#N/A
d2102	(诺和锐特充)门冬胰岛素特充针	门冬胰岛素	western	nd451	#N/A
d2103	(诺和锐特充)门冬胰岛素注射液	门冬胰岛素	western	nd451	#N/A
d2104	门冬胰岛素特充针(诺和锐特充)	门冬胰岛素	western	nd451	#N/A
d2105	门冬胰岛素注射液(诺和锐)	门冬胰岛素	western	nd451	#N/A
d2106	门冬胰岛素注射液(诺和锐特充)	门冬胰岛素	western	nd451	#N/A
d2107	诺和锐笔芯(门冬胰岛素)	门冬胰岛素	western	nd451	#N/A
d2108	(诺和锐30笔芯)门冬胰岛素30注射液	门冬胰岛素	western	nd451	#N/A
d2109	(诺和锐30特充)门冬胰岛素30特充针	门冬胰岛素	western	nd451	#N/A
d2110	(诺和锐30特充)门冬胰岛素30注射液	门冬胰岛素	western	nd451	#N/A
d2111	门冬胰岛素30特充针(诺和锐30特充)	门冬胰岛素	western	nd451	#N/A
d2112	门冬胰岛素30注射液(诺和锐30笔芯)	门冬胰岛素	western	nd451	#N/A
d2113	诺和锐30笔芯	门冬胰岛素	western	nd451	#N/A
d2114	诺和锐30特充(门冬胰岛素)	门冬胰岛素	western	nd451	#N/A
d2115	蒙脱石散(思密达)	蒙脱石散	western	nd452	#N/A
d2116	思密达粉(蒙脱石)	蒙脱石散	western	nd452	#N/A
d2117	蒙脱石散	蒙脱石散	western	nd452	#N/A
d2118	孟鲁司特钠咀嚼片(顺尔宁)	孟鲁司特钠	western	nd453	#N/A
d2119	孟鲁司特钠片(顺尔宁)	孟鲁司特钠	western	nd453	#N/A
d2120	顺尔宁片(孟鲁司特钠)	孟鲁司特钠	western	nd453	#N/A
d2121	孟鲁司特钠咀嚼片	孟鲁司特钠	western	nd453	#N/A
d2122	孟鲁司特钠片	孟鲁司特钠	western	nd453	#N/A
d2123	力月西针(咪达唑仑)	咪达唑仑	western	nd454	#N/A
d2124	咪达唑仑针(力月西)	咪达唑仑	western	nd454	#N/A
d2125	咪达唑仑注射液(力月西)	咪达唑仑	western	nd454	#N/A
d2126	咪达唑仑注射液	咪达唑仑	western	nd454	#N/A
d2127	达克宁(咪康唑阴道软胶囊)	咪康唑	western	nd455	#N/A
d2128	达克宁(硝酸咪康唑阴道软胶囊)	咪康唑	western	nd455	#N/A
d2129	达克宁膏(咪康唑)	咪康唑	western	nd455	#N/A
d2130	达克宁软胶囊(咪康唑阴道软胶囊)	咪康唑	western	nd455	#N/A
d2131	达克宁栓(硝酸咪康唑栓)	咪康唑	western	nd455	#N/A
d2132	咪康唑膏(达克宁)	咪康唑	western	nd455	#N/A
d3226	硝酸咪康唑乳膏(达克宁)	咪康唑	western	nd455	#N/A
d3227	硝酸咪康唑栓(达克宁)	咪康唑	western	nd455	#N/A
d3228	硝酸咪康唑阴道软胶囊(达)	咪康唑	western	nd455	#N/A
d3229	硝酸咪康唑阴道软胶囊(达克宁)	咪康唑	western	nd455	#N/A
d2133	咪唑斯汀缓释片(皿治林)	咪唑斯汀	western	nd456	#N/A
d2134	糜蛋白酶针(上海)	糜蛋白酶	western	nd457	#N/A
d2135	糜蛋白酶针	糜蛋白酶	western	nd457	#N/A
d2136	注射用糜蛋白酶	糜蛋白酶	western	nd457	#N/A
d2137	注射用糜蛋白酶针	糜蛋白酶	western	nd457	#N/A
d2138	米氮平片(瑞美隆)	米氮平	western	nd458	#N/A
d2139	瑞美隆(米氮平)	米氮平	western	nd458	#N/A
d2140	瑞美隆片(米氮平片)	米氮平	western	nd458	#N/A
d2141	米非司酮片(含珠停)	米非司酮	western	nd459	#N/A
d2142	米力农针(鲁南力康)	米力农	western	nd460	#N/A
d2143	米力农注射液(鲁南力康)	米力农	western	nd460	#N/A
d2144	米诺环素胶囊(玫满(美满))	米诺环素	western	nd461	#N/A
d2145	盐酸米诺环素胶囊(美满)	米诺环素	western	nd461	#N/A
d2146	盐酸米诺环素胶囊	米诺环素	western	nd461	#N/A
d2147	米索前列醇片(喜克馈)	米索前列醇	western	nd462	#N/A
d2148	喜克溃(米索前列醇片)	米索前列醇	western	nd462	#N/A
d2149	米索前列醇片	米索前列醇	western	nd462	#N/A
d2150	盐酸米托蒽醌针(米西宁)	米托蒽醌	western	nd463	#N/A
d2155	灭菌注射用水针(福州)	灭菌注射用水	western	nd464	#N/A
d2156	灭菌注射用水(君立康)	灭菌注射用水	western	nd464	#N/A
d2157	灭菌注射用水	灭菌注射用水	western	nd464	#N/A
d2158	灭菌注射用水针	灭菌注射用水	western	nd464	#N/A
d2162	百多邦软膏	莫匹罗星	western	nd465	#N/A
d2163	百多邦软膏(莫匹罗星)	莫匹罗星	western	nd465	#N/A
d2164	莫匹罗星软膏(百多邦)	莫匹罗星	western	nd465	#N/A
d2165	莫匹罗星软膏	莫匹罗星	western	nd465	#N/A
d1312	枸橼酸莫沙必利片(快力)	莫沙必利	western	nd270	#N/A
d1313	枸橼酸莫沙必利片(瑞琪)	莫沙必利	western	nd270	#N/A
d1314	瑞琪(枸橼酸莫沙必利片)	莫沙必利	western	nd270	#N/A
d2166	拜复乐片(盐酸莫西沙星)	莫西沙星	western	nd466	#N/A
d2167	拜复乐针(莫西沙星)	莫西沙星	western	nd466	#N/A
d2168	拜复乐针(莫西沙星氯化钠)	莫西沙星	western	nd466	#N/A
d2169	莫西沙星片(拜复乐)	莫西沙星	western	nd466	#N/A
d2170	盐酸莫西沙星(拜复乐片)	莫西沙星	western	nd466	#N/A
d2171	盐酸莫西沙星氯化钠针(拜复乐)	莫西沙星	western	nd466	#N/A
d2172	盐酸莫西沙星氯化钠注射液(拜复乐)	莫西沙星	western	nd466	#N/A
d2173	盐酸莫西沙星片(拜复乐)	莫西沙星	western	nd466	#N/A
d2174	盐酸莫西沙星片	莫西沙星	western	nd466	#N/A
d2175	那格列奈片(唐力)	那格列奈	western	nd467	#N/A
d2176	唐力片(那格列奈)	那格列奈	western	nd467	#N/A
d2177	啡迪澳(盐酸纳洛酮针)	纳洛酮	western	nd468	#N/A
d2178	盐酸纳洛酮针(啡迪澳)	纳洛酮	western	nd468	#N/A
d2179	盐酸纳洛酮针	纳洛酮	western	nd468	#N/A
d2180	盐酸纳洛酮注射液	纳洛酮	western	nd468	#N/A
d2181	钠催离缓释片	钠催离	western	nd469	#N/A
d2182	奈达铂针(奥先达)	奈达铂	western	nd470	#N/A
d2183	注射用奈达铂(奥先达)	奈达铂	western	nd470	#N/A
d2184	奈达铂针(澳先达)	奈达铂	western	nd470	#N/A
d2185	奈达铂针(鲁贝)	奈达铂	western	nd470	#N/A
d2186	注射用奈达铂(鲁贝)	奈达铂	western	nd470	#N/A
d2187	硫酸奈替米星针(益天星)	奈替米星	western	nd471	#N/A
d2188	注射用萘夫西林钠(欣轻三)	萘夫西林钠	western	nd472	#N/A
d2189	盐酸萘甲唑啉滴鼻液(鼻眼净)	萘甲唑啉	western	nd473	#N/A
d2190	复方萘甲唑啉滴眼液(那素达眼水)	萘甲唑啉	western	nd473	#N/A
d2191	萘敏维滴眼液(E洁)	萘敏维	western	nd474	#N/A
d2192	萘敏维眼水(E洁)	萘敏维	western	nd474	#N/A
d2193	萘替芬酮康唑乳膏(必亮)	萘替芬酮康唑	western	nd475	#N/A
d2196	脑蛋白水解物氯化钠针(普沁)	脑蛋白水解物	western	nd476	#N/A
d2197	脑蛋白水解物针(珍肽)	脑蛋白水解物	western	nd476	#N/A
d2198	珍肽(脑蛋白水解物针)	脑蛋白水解物	western	nd476	#N/A
d2199	珍肽(注射用脑蛋白水解物)	脑蛋白水解物	western	nd476	#N/A
d2200	复方脑蛋白水解物	脑蛋白水解物	western	nd476	#N/A
d2201	复方脑蛋白水解物片	脑蛋白水解物	western	nd476	#N/A
d2206	尼可刹米针(可拉明)	尼可刹米	western	nd477	#N/A
d2207	尼美舒利分散片(瑞普乐)	尼美舒利	western	nd478	#N/A
d2208	瑞普乐分散片(尼美舒利)	尼美舒利	western	nd478	#N/A
d2209	尼美舒利颗粒(瑞芝清)	尼美舒利	western	nd478	#N/A
d2210	尼美舒利分散片	尼美舒利	western	nd478	#N/A
d2211	尼膜同片(尼莫地平)	尼莫地平	western	nd479	#N/A
d2212	尼莫地平片(尼膜同)	尼莫地平	western	nd479	#N/A
d2213	尼莫地平针(尼膜同)	尼莫地平	western	nd479	#N/A
d2214	尼莫地平针(尼莫同)	尼莫地平	western	nd479	#N/A
d2215	尼莫地平片(正大)	尼莫地平	western	nd479	#N/A
d2216	尼莫地平片	尼莫地平	western	nd479	#N/A
d2217	尼妥珠单抗注射液(泰欣生)	尼妥珠单抗	western	nd480	#N/A
d2228	尿激酶针(白天鹅)	尿激酶	western	nd481	#N/A
d2229	注射用尿激酶(洛欣)	尿激酶	western	nd481	#N/A
d2230	尿激酶针	尿激酶	western	nd481	#N/A
d2231	注射用尿激酶	尿激酶	western	nd481	#N/A
d2233	尿囊素铝片(悉景)	尿囊素铝	western	nd482	#N/A
d2235	尿素乳膏(顺峰)	尿素	western	nd483	#N/A
d2236	尿素乳膏	尿素	western	nd483	#N/A
d2237	尿素软膏	尿素	western	nd483	#N/A
d2242	凝血酶	凝血酶	western	nd484	#N/A
d2243	凝血酶冻干粉	凝血酶	western	nd484	#N/A
d2244	牛痘疫苗接种家兔炎症皮肤提取物片(神经妥乐平)	牛痘疫苗接种家兔炎症皮肤提取物	western	nd485	#N/A
d2245	牛痘疫苗接种家兔炎症皮肤提取物针(神经妥乐平)	牛痘疫苗接种家兔炎症皮肤提取物	western	nd485	#N/A
d2246	神经妥乐平针(牛痘疫苗接种家兔炎症皮肤提取物)	牛痘疫苗接种家兔炎症皮肤提取物	western	nd485	#N/A
d3685	贝复舒(重组牛碱性成纤维)	牛碱性成纤维细胞生长因子	western	nd785	#N/A
d3686	贝复舒(重组牛碱性成纤维细胞生长因子眼用凝胶)	牛碱性成纤维细胞生长因子	western	nd785	#N/A
d3687	重组牛碱性成纤维细胞生长因子眼用凝胶(贝复舒)	牛碱性成纤维细胞生长因子	western	nd785	#N/A
d3688	重组牛碱性成纤维细胞生长	牛碱性成纤维细胞生长因子	western	nd785	#N/A
d2251	诺氟沙星胶囊	诺氟沙星	western	nd486	#N/A
d2252	帕罗西汀片(赛乐特)	帕罗西汀	western	nd487	#N/A
d2253	赛乐特片(帕罗西汀)	帕罗西汀	western	nd487	#N/A
d2254	盐酸帕罗西汀片(赛乐特)	帕罗西汀	western	nd487	#N/A
d2255	盐酸帕罗西汀片	帕罗西汀	western	nd487	#N/A
d2256	博宁针	帕米瞵酸二钠	western	nd488	#N/A
d2257	帕米瞵酸二钠针(博宁)	帕米瞵酸二钠	western	nd488	#N/A
d2258	注射用帕米膦酸二钠(博宁)	帕米瞵酸二钠	western	nd488	#N/A
d2259	注射用帕瑞昔布钠(特耐)	帕瑞昔布钠	western	nd489	#N/A
d2260	注射用哌拉西林钠	哌拉西林钠	western	nd490	#N/A
d2261	哌拉西林钠舒巴坦钠针(2:1)(新特灭)	哌拉西林钠舒巴坦钠	western	nd491	#N/A
d2262	新特灭针(哌拉西林钠舒巴)	哌拉西林钠舒巴坦钠	western	nd491	#N/A
d2263	新特灭针(哌拉西林钠舒巴坦钠(2:1))	哌拉西林钠舒巴坦钠	western	nd491	#N/A
d2264	新特灭针(哌拉西林舒巴坦)	哌拉西林钠舒巴坦钠	western	nd491	#N/A
d2265	锋泰灵(他唑巴坦钠/派拉西林钠)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2266	锋泰灵针(哌拉西林钠他)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2267	哌拉西林钠他唑巴坦钠针(8:1)(锋泰灵)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2268	康得力针(哌拉西林钠他唑巴坦钠)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2269	康得力针(他唑巴坦钠)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2270	康得力针(他唑巴坦钠/哌拉西林钠)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2271	注射用哌拉西林钠他唑巴坦钠(康得力)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2272	注射用他唑巴坦钠/哌拉西林钠(康得力)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2273	哌拉西林钠三唑巴坦钠针(8:1)(特治星)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2274	哌拉西林钠他唑巴坦钠针(8:1)(特治星)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2275	注射用哌拉西林钠他唑巴坦钠(特治星)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2276	注射用三唑巴坦钠/哌拉西林钠(特治星)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2277	特治星针(他唑巴坦钠)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2278	注射用他唑巴坦钠/哌拉西林钠(特治星)	哌拉西林钠他唑巴坦钠	western	nd492	#N/A
d2279	哌替啶针(度冷丁针)	哌替啶	western	nd493	#N/A
d2280	盐酸哌替啶针(度冷丁)	哌替啶	western	nd493	#N/A
d2281	盐酸哌替啶注射液(度冷丁)	哌替啶	western	nd493	#N/A
d2284	潘妥洛克针(泮托拉唑)	泮托拉唑	western	nd495	#N/A
d2285	泮托拉唑钠针(德优仙)	泮托拉唑	western	nd495	#N/A
d2286	注射用泮托拉唑(德优仙)	泮托拉唑	western	nd495	#N/A
d2287	泮托拉唑针(潘妥洛克)	泮托拉唑	western	nd495	#N/A
d2288	注射用泮托拉唑钠(潘妥洛克)	泮托拉唑	western	nd495	#N/A
d2289	泮立苏胶囊	泮托拉唑	western	nd495	#N/A
d2290	泮托拉唑钠肠溶胶囊(泮立苏)	泮托拉唑	western	nd495	#N/A
d2291	泮托拉唑钠胶囊(泮立苏)	泮托拉唑	western	nd495	#N/A
d2292	培哚普利片(雅施达)	培哚普利	western	nd496	#N/A
d2293	雅施达片(培哚普利)	培哚普利	western	nd496	#N/A
d2294	培哚普利片	培哚普利	western	nd496	#N/A
d2295	注射用培美曲塞二钠(普来)	培美曲塞二钠	western	nd497	#N/A
d2296	注射用培美曲塞二钠(普来乐)	培美曲塞二钠	western	nd497	#N/A
d2297	培美曲塞二钠针(力比泰)	培美曲塞二钠	western	nd497	#N/A
d2298	注射用培美曲塞二钠(全持安)	培美曲塞二钠	western	nd497	#N/A
d1315	枸橼酸喷托维林片(咳必清)	喷托维林	western	nd271	#N/A
d2299	喷昔洛韦乳膏(丽珠君乐)	喷昔洛韦	western	nd498	#N/A
d2300	喷昔洛韦乳膏	喷昔洛韦	western	nd498	#N/A
d142	3%硼酸溶液	硼酸	western	nd15	#N/A
d144	4%硼酸乙醇溶液	硼酸	western	nd15	#N/A
d2305	硼酸溶液	硼酸	western	nd15	#N/A
d2306	硼替佐米针(万珂)	硼替佐米	western	nd499	#N/A
d2310	脾氨肽口服冻干粉(复可托)	脾氨肽	western	nd500	#N/A
d2311	匹多莫德分散片(唯田)	匹多莫德	western	nd501	#N/A
d2312	匹多莫德分散片	匹多莫德	western	nd501	#N/A
d2313	匹维溴铵片(得舒特)	匹维溴铵	western	nd502	#N/A
d2314	得舒特片	匹维溴铵	western	nd502	#N/A
d2315	匹维溴铵片	匹维溴铵	western	nd502	#N/A
d2317	注射用平阳霉素(平阳星)	平阳霉素	western	nd503	#N/A
d2318	盐酸平阳霉素针	平阳霉素	western	nd503	#N/A
d2319	醋酸泼尼松片(强的松)	泼尼松	western	nd504	#N/A
d2320	醋酸泼尼松片(强的松片)	泼尼松	western	nd504	#N/A
d2321	醋酸泼尼松片	泼尼松	western	nd504	#N/A
d1542	美卓乐片(甲基强的松龙)	泼尼松龙	western	nd314	#N/A
d2322	泼尼松龙针(强的松龙)	泼尼松龙	western	nd314	#N/A
d2323	破伤风抗毒素针(TAT)	破伤风抗毒素	western	nd505	#N/A
d2324	破伤风抗毒素注射液	破伤风抗毒素	western	nd505	#N/A
d2325	破伤风抗毒素注射液(TAT)	破伤风抗毒素	western	nd505	#N/A
d2326	葡甘聚糖胶囊(通泰)	葡甘聚糖	western	nd506	#N/A
d2327	通泰胶囊	葡甘聚糖	western	nd506	#N/A
d2328	葡醛内酯片(肝泰乐)	葡醛内酯	western	nd507	#N/A
d2329	葡醛内酯片	葡醛内酯	western	nd507	#N/A
d2331	葡萄糖酸钙注射液	葡萄糖酸钙	western	nd508	#N/A
d2332	葡萄糖酸钙锌口服溶液	葡萄糖酸钙锌	western	nd509	#N/A
d2333	葡萄糖酸锌合剂	葡萄糖酸锌	western	nd510	#N/A
d72	10%葡萄糖注射液(安徽丰原100)	葡萄糖注射液	western	nd5	#N/A
d73	10%葡萄糖注射液(安徽丰原250)	葡萄糖注射液	western	nd5	#N/A
d74	10%葡萄糖注射液(安徽丰原500)	葡萄糖注射液	western	nd5	#N/A
d75	10%葡萄糖注射液(安徽双鹤)	葡萄糖注射液	western	nd5	#N/A
d76	10%葡萄糖针(G.S)(百特)	葡萄糖注射液	western	nd5	#N/A
d77	10%葡萄糖针(G.S)(江苏四环)	葡萄糖注射液	western	nd5	#N/A
d78	10%葡萄糖注射液(江苏四环)	葡萄糖注射液	western	nd5	#N/A
d79	10%葡萄糖针(科伦100)	葡萄糖注射液	western	nd5	#N/A
d80	10%葡萄糖针(科伦250)	葡萄糖注射液	western	nd5	#N/A
d81	10%葡萄糖针(科伦500)	葡萄糖注射液	western	nd5	#N/A
d82	10%葡萄糖注射液(青岛华仁)	葡萄糖注射液	western	nd5	#N/A
d83	10%葡萄糖注射液(青岛华仁100)	葡萄糖注射液	western	nd5	#N/A
d84	10%葡萄糖注射液(青岛华仁250)	葡萄糖注射液	western	nd5	#N/A
d85	10%葡萄糖注射液(青岛华仁500)	葡萄糖注射液	western	nd5	#N/A
d86	10%葡萄糖针(上海百特100)	葡萄糖注射液	western	nd5	#N/A
d87	10%葡萄糖针(上海百特250)	葡萄糖注射液	western	nd5	#N/A
d88	10%葡萄糖针(上海百特500)	葡萄糖注射液	western	nd5	#N/A
d89	10%葡萄糖针(G.S)(石家庄)	葡萄糖注射液	western	nd5	#N/A
d90	10%葡萄糖注射液(石家庄100)	葡萄糖注射液	western	nd5	#N/A
d91	10%葡萄糖注射液(石家庄250)	葡萄糖注射液	western	nd5	#N/A
d92	10%葡萄糖注射液(石家庄500)	葡萄糖注射液	western	nd5	#N/A
d93	10%葡萄糖针(G.S)(四川)	葡萄糖注射液	western	nd5	#N/A
d94	10%葡萄糖针(G.S)(四川科伦)	葡萄糖注射液	western	nd5	#N/A
d95	10%葡萄糖注射液(G.S)(四川科伦)	葡萄糖注射液	western	nd5	#N/A
d96	10%葡萄糖注射液(四药500)	葡萄糖注射液	western	nd5	#N/A
d97	10%葡萄糖针(G.S)(浙江)	葡萄糖注射液	western	nd5	#N/A
d98	10%葡萄糖针(浙江济民)	葡萄糖注射液	western	nd5	#N/A
d99	10%葡萄糖注射液(100ml)	葡萄糖注射液	western	nd5	#N/A
d100	10%葡萄糖注射液(100ml)A	葡萄糖注射液	western	nd5	#N/A
d101	10%葡萄糖注射液(100ml)B	葡萄糖注射液	western	nd5	#N/A
d102	10%葡萄糖注射液(100ml)C	葡萄糖注射液	western	nd5	#N/A
d103	10%葡萄糖注射液(100ml)D	葡萄糖注射液	western	nd5	#N/A
d104	10%葡萄糖注射液(250ml)	葡萄糖注射液	western	nd5	#N/A
d105	10%葡萄糖注射液(250ml)A	葡萄糖注射液	western	nd5	#N/A
d106	10%葡萄糖注射液(250ml)B	葡萄糖注射液	western	nd5	#N/A
d107	10%葡萄糖注射液(250ml)C	葡萄糖注射液	western	nd5	#N/A
d108	10%葡萄糖注射液(250ml)D	葡萄糖注射液	western	nd5	#N/A
d109	10%葡萄糖注射液(500ml)	葡萄糖注射液	western	nd5	#N/A
d110	10%葡萄糖注射液(500ml)A	葡萄糖注射液	western	nd5	#N/A
d111	10%葡萄糖注射液(500ml)B	葡萄糖注射液	western	nd5	#N/A
d112	10%葡萄糖注射液(500ml)C	葡萄糖注射液	western	nd5	#N/A
d113	10%葡萄糖注射液(500ml)D	葡萄糖注射液	western	nd5	#N/A
d114	10%葡萄糖酸钙针	葡萄糖注射液	western	nd5	#N/A
d115	10%葡萄糖酸钙注射液	葡萄糖注射液	western	nd5	#N/A
d128	20%葡萄糖针(G.S)(百特)	葡萄糖注射液	western	nd5	#N/A
d129	20%葡萄糖针	葡萄糖注射液	western	nd5	#N/A
d130	20%葡萄糖针(G.S)	葡萄糖注射液	western	nd5	#N/A
d131	20%葡萄糖注射液	葡萄糖注射液	western	nd5	#N/A
d154	5%葡萄糖氯化钠注射液(安)	葡萄糖注射液	western	nd5	#N/A
d155	5%葡萄糖氯化钠注射液(安徽丰原100)	葡萄糖注射液	western	nd5	#N/A
d156	5%葡萄糖注射液(安徽丰原100)	葡萄糖注射液	western	nd5	#N/A
d157	5%葡萄糖氯化钠注射液(安徽丰原250)	葡萄糖注射液	western	nd5	#N/A
d158	5%葡萄糖注射液(安徽丰原250)	葡萄糖注射液	western	nd5	#N/A
d159	5%葡萄糖氯化钠注射液(安徽丰原500)	葡萄糖注射液	western	nd5	#N/A
d160	5%葡萄糖注射液(安徽丰原500)	葡萄糖注射液	western	nd5	#N/A
d161	5%葡萄糖注射液(安徽双鹤1)	葡萄糖注射液	western	nd5	#N/A
d162	5%葡萄糖氯化钠注射液(安徽双鹤100)	葡萄糖注射液	western	nd5	#N/A
d163	5%葡萄糖氯化钠针(GNS)(百特)	葡萄糖注射液	western	nd5	#N/A
d164	5%葡萄糖针(G.S)(百特)	葡萄糖注射液	western	nd5	#N/A
d165	5%葡萄糖注射液(广州百特250)	葡萄糖注射液	western	nd5	#N/A
