d1	0.9%氯化钠注射液(安徽丰)
d1483	鸡布茵颗粒剂
d1484	鸡布茵颗粒(低糖)
d1485	鸡布茵颗粒剂(低糖)
d1486	吉非替尼片(易瑞沙)
d1487	(健择)注射用盐酸吉西他滨
d1488	盐酸吉西他滨针(健择)
d1489	誉捷(注射用盐酸吉西他滨)
d1490	注射用盐酸吉西他滨(誉捷)
d1491	盐酸吉西他滨针(泽菲)
d1492	注射用盐酸吉西他滨(泽菲)
d1493	急支糖浆
d1494	急支糖浆(太极)
d1495	己烯雌酚针
d1496	己烯雌酚注射液
d1497	迭力胶囊(加巴喷丁)
d1498	加巴喷丁胶囊(迭力)
d1499	加巴喷丁胶囊(派汀)
d1500	加巴喷丁胶囊
d1501	加替沙星胶囊(海超)
d1502	加替沙星氯化钠针(利欧)
d1503	加味藿香正气丸
d1504	甲氨蝶呤粉针(MTX)
d1505	甲氨蝶呤片
d1506	甲氨蝶呤片(MTX)
d1507	甲氨蝶呤针(MTX)
d1508	甲氨蝶呤注射液
d1509	注射用甲氨蝶呤
d1510	多吉美(甲苯磺酸索拉非尼)
d1511	多吉美(甲苯磺酸索拉非尼片)
d1512	甲苯磺酸索拉非尼片(多吉美)
d1513	佳迪胶囊(醋酸甲地孕酮)
d1514	甲地孕酮胶囊(佳迪)
d1515	醋酸甲地孕酮分散片(宜利治)
d1516	宜利治(甲地孕酮分散片)
d1517	泛敏补胶囊(甲钴胺明)
d1518	甲钴胺胶囊(泛敏补)
d1519	甲钴胺片(弥可保)
d1520	甲钴胺针(弥可保)
d1521	弥可保片(甲钴胺)
d1522	弥可保针
d1523	注射用甲钴胺(弥可保)
d1524	甲钴胺分散片
d1525	甲磺酸倍他司汀片(敏使郎)
d1526	甲磺酸倍他司汀片(敏使朗)
d1527	敏使朗片(甲磺酸倍他司汀)
d1528	(可多华)甲磺酸多沙唑嗪缓释片
d1529	甲磺酸多沙唑嗪缓释片(可)
d1530	甲磺酸多沙唑嗪缓释片(可多华)
d1531	甲磺酸多沙唑嗪控释片(可多华)
d1532	可多华控释片
d1533	可多华片(甲磺酸多沙唑嗪)
d1534	甲磺酸酚妥拉明针(利其丁)
d1535	甲磺酸酚妥拉明注射液
d1536	甲磺酸去铁胺针(得斯芬)
d1537	甲磺酸托烷司琼针(舒欧亭)
d1538	甲磺酸托烷司琼注射液(舒)
d1539	甲磺酸托烷司琼注射液(舒欧亭)
d1540	甲磺酸溴隐亭片
d1541	甲磺酸伊马替尼片(格列卫)
d1542	美卓乐片(甲基强的松龙)
d1543	甲硫氨酸片
d1544	甲硫酸新斯的明针
d1545	甲硫酸新斯的明注射液
d1546	VitK4(醋酸甲萘氢醌片)
d1547	维生素K4片(醋酸甲萘氢醌)
d1548	甲泼尼龙片(美卓乐)
d1549	甲泼尼龙片(美卓乐片)
d1550	甲泼尼龙片(尤金)
d1551	甲泼尼龙琥珀酸钠针(甲强龙)
d1552	甲强龙(注射用甲泼尼龙琥)
d1553	甲强龙针(甲泼尼龙琥珀酸钠)
d1554	注射用甲泼尼龙琥珀酸钠(甲强龙)
d1555	甲泼尼龙琥珀酸钠针(米乐松)
d1556	醋酸甲羟孕酮片(安宫黄体酮)
d1557	甲羟孕酮片(安宫黄体酮)
d1558	安宫黄体酮片(甲羟孕酮)
d1559	醋酸甲羟孕酮片
d1560	甲巯咪唑片(赛治)
d1561	赛治(甲巯咪唑片)
d1562	甲巯咪唑片(他巴唑)
d1563	他巴唑片(甲巯咪唑)
d1564	甲巯咪唑片
d1565	0.5%甲硝唑针
d1566	甲硝唑片(灭滴灵)
d1567	甲硝唑氯化钠注射液
d1568	甲硝唑片
d1569	甲硝唑针
d1570	甲硝唑注射液
d1571	甲氧氯普胺片(胃复安)
d1572	盐酸甲氧氯普胺针(胃复安)
d1573	甲氧氯普胺片
d1574	盐酸甲氧氯普胺注射液
d1575	阿斯美胶囊
d1576	复方甲氧那明胶囊(阿斯美)
d1577	复方甲氧那明胶囊
d1578	甲状腺片
d1579	甲紫溶液
d1580	注射用尖吻蝮蛇血凝酶(苏)
d1581	注射用尖吻蝮蛇血凝酶(苏灵)
d1582	间羟胺针(阿拉明)
d1583	间羟胺注射液(阿拉明)
d1584	健儿清解液
d1585	健肝灵胶囊
d1586	健脾开胃饮
d1587	开胃健脾饮(健脾开胃饮)
d1588	健脾渗湿颗粒(低糖)
d1589	健脾渗湿颗粒剂
d1590	健脾益肺颗粒
d1591	健脾益肺颗粒剂
d1592	健胃愈疡片
d1593	交沙霉素片
d1594	复方角菜酸酯乳膏(太宁)
d1595	复方角菜酸酯乳膏(太宁膏)
d1596	复方角菜酸酯栓(太宁)
d1597	复方角菜酸酯栓(太宁栓)
d1598	太宁乳膏
d1599	太宁乳膏(复方角菜酸酯乳)
d1600	角鲨烯胶丸
d1601	洁悠神长效抗菌剂(含导入)
d1602	结肠宁片
d1603	结肠洗液
d1604	结肠洗液(1号)
d1605	结合雌激素片(倍美力)
d1606	倍美力片
d1607	结石清胶囊
d1608	金柴消癖口服液(1号)
d1609	金柴消癖口服液(无糖型)
d1610	金柴消癖口服液(消癖1号)
d1611	金刺参九正合剂
d1612	金佛止痛丸
d1613	盐酸金刚烷胺片
d1614	金果饮
d1615	金喉健喷雾剂
d1616	金匮肾气丸
d1617	金莲清热泡腾片
d1618	金龙胶囊
d1619	金霉素眼膏
d1620	盐酸金霉素眼膏
d1621	金牛腹痛片
d1622	金七胶囊
d1623	复方金钱草颗粒(无糖型)
d1624	金嗓开音丸
d1625	金嗓利咽丸
d1626	金嗓清音丸
d1627	金嗓散结丸
d1628	金水宝胶囊
d1629	金粟兰酊
d1630	金粟兰搽剂(金粟兰酊)
d1631	金天格胶囊
d1632	盐酸精氨酸针
d1633	盐酸精氨酸注射液
d1634	(诺和灵30R笔芯)精蛋白生物合成人胰岛素针
d1635	(诺和灵30R笔芯)精蛋白生物合成人胰岛素注射液预混30R
d1636	(诺和灵30R特充)精蛋白生物合成人胰岛素针
d1637	(诺和灵30R特充)精蛋白生物合成人胰岛素注射(预混30R)
d1638	精蛋白生物合成人胰岛素针(诺和灵30R笔芯)
d1639	精蛋白生物合成人胰岛素针(诺和灵30R特充)
d1640	(诺和灵50R预混)精蛋白生物合成人胰岛素注射液预混50R
d1641	(诺和灵N笔芯)精蛋白生物合成人胰岛素笔芯针
d1642	(诺和灵N笔芯)精蛋白生物合成人胰岛素注射液
d1643	精蛋白生物合成人胰岛素笔芯针(诺和灵N笔芯)
d1644	精蛋白生物合成人胰岛素针(诺和灵N笔芯)
d1645	精蛋白锌胰岛素注射液
d1646	(优泌乐)精蛋白锌重组赖脯胰岛素混和针(25R)
d1647	精蛋白锌重组赖脯胰岛素混和针(25R)(优泌乐)
d1648	优泌乐25(精蛋白锌重组赖)
d1649	诺和笔
d1650	诺和笔3关怀装
d1651	诺和笔4
d1652	诺和针
d1653	诺和针头32GTip
d1654	诺和灵针头
d1655	诺和灵30R笔芯针
d1656	诺和灵30R特充(精蛋白重组)
d1657	诺和灵N笔芯(中效)
d1658	诺和灵N针(中效)
d1659	诺和灵N针[适](中效)
d1660	诺和灵R(短效)
d1661	诺和灵R针(短效)
d1662	颈痛颗粒
d1663	颈痛灵胶囊
d1664	静脉注射用人免疫球蛋白(P)
d1665	静注人免疫球蛋白(Ph4)
d1666	冻干静注人免疫球蛋白(ph4)
d1667	九味双解口服液
d1668	桔梗颗粒
d1669	桔红痰咳膏
d1670	橘红痰咳煎膏
d1671	橘红痰咳煎膏(化州)
d1672	聚苯乙烯磺酸钙散(美齐特)
d1673	聚苯乙烯磺酸钙散(平钾宝)
d1674	聚苯乙烯磺酸钙散
d1675	平钾宝(聚苯乙烯磺酸钙散)
d1676	爱宝疗栓
d1677	聚甲酚磺醛阴道栓(爱宝疗)
d1678	聚甲酚磺醛阴道栓
d1679	聚维酮碘栓(皮维碘栓)
d1680	聚维酮碘栓
d1681	聚乙二醇4000散(福松)
d1682	复方聚乙二醇电解质散(和)
d1683	复方聚乙二醇电解质散(和爽)
d1684	聚乙二醇干扰素α-2a针(派罗欣)
d1685	聚乙二醇干扰素α-2a注射液(派罗欣)
d1686	卡巴胆碱针(卡米可林)
d1687	卡波姆滴眼液(唯地息)
d1688	卡波姆滴眼液
d1689	醋酸卡泊芬净针(科赛斯)
d1690	注射用醋酸卡泊芬净(科赛斯)
d1691	卡铂针
d1692	卡介菌纯蛋白衍化物针(PPD)
d1693	注射用卡介菌纯蛋白衍化物
d1694	注射用卡介菌纯蛋白衍化物(BCG-PPD)
d1695	卡介菌纯蛋白衍生物
d1696	卡介菌纯蛋白衍生物(BCG-P)
d1697	卡介菌纯蛋白衍生物(BCG-PPD)
d1698	卡介菌纯蛋白衍生物针(PPD)
d1699	卡介菌多糖核酸针(斯奇康)
d1700	卡介菌多糖核酸注射液
d1701	斯奇康针(卡介苗丝糖核酸)
d1702	卡络磺钠针(苏孛特)
d1703	卡络磺钠注射液(苏孛特)
d1704	卡络磺钠注射液
d1705	得理多片(卡马西平)
d1706	卡马西平片(得理多)
d1707	卡马西平片
d1708	卡莫氟片(孚贝)
d1709	卡培他滨片(希罗达)
d1710	希罗达片(卡培他滨)
d1711	卡培他滨片
d1712	卡托普利片(开博通)
d1713	开博通片(卡托普利)
d1714	卡托普利片
d1715	卡维地洛片(络德)
d1716	络德片(卡维地洛)
d1717	卡维地洛片
d1718	卡左双多巴控释片(息宁)
d1719	息宁控释片(帕金宁)
d1720	开塞露(含甘油)(敬修堂)
d1721	开塞露
d1722	开塞露(含甘油)
d1723	博力高(坎地沙坦酯片)
d1724	坎地沙坦酯片(搏力高)
d1725	必洛斯片(坎地沙坦西酯)
d1726	坎地沙坦西酯片(必洛斯)
d1727	坎离砂
d1728	坎离砂灸熨剂
d1729	康艾注射液(一先)
d1730	康艾针
d1731	康艾针(10ml)
d1732	康艾注射液
d1733	康莱特针
d1734	康莱特注射液
d1735	康力欣胶囊
d1736	糠酸莫米松乳膏(艾洛松)
d1737	糠酸莫米松鼻喷雾剂(内舒)
d1738	糠酸莫米松鼻喷雾剂(内舒拿)
d1739	艾洛松乳膏
d1740	抗病毒口服液
d1741	抗病毒口服液(香雪)
d1742	抗人T-淋巴细胞兔免疫球蛋白针(ATG)
d1743	咳特灵胶囊
d1744	咳特灵胶囊(白云山)
d1745	可待因桔梗片(西可奇)
d1746	西可奇片(可待因桔梗)
d1747	可待因桔梗片
d1748	盐酸可乐定片
d1749	可明胶囊
d1750	克感利咽口服液
d1751	克癀胶囊
d1752	克拉霉素分散片(盈博顿)
d1753	盈博顿(克拉霉素分散片)
d1754	克拉霉素胶囊(裕君先)
d1755	克拉霉素胶囊
d1756	凯来克林分散片(克林霉素)
d1757	福德针(克林霉素磷酸脂)
d1758	福德针(克林霉素磷酸酯)
d1759	克林霉素磷酸酯针(福德)
d1760	注射用克林霉素磷酸酯(福德)
d1761	盐酸克林霉素棕榈酸酯分散片(凯来克林)
d1762	克洛己新干混悬剂(正大素克)
d1763	凯妮汀片(克霉唑)
d1764	凯妮汀阴道片
d1765	克霉唑阴道片(凯妮汀)
d1766	克霉唑溶液
d1767	克霉唑乳膏
d1768	克霉唑软膏
d1769	克霉唑栓
d1770	克霉唑癣水
d1771	肤特灵(克痒敏醑)
d1772	肤特灵克痒敏醑
d1773	克痒敏醑(肤特灵)
d1774	口腔炎喷雾剂
d1775	口腔炎气雾剂
d1776	口炎康口服液
d1777	口炎清颗粒
d1778	口炎清颗粒(无糖)
d1779	口炎清颗粒(无糖)(大神)
d1780	枯草杆菌、肠球菌二联活菌多维散剂(妈咪爱)
d1781	枯草杆菌肠球菌二联活菌多维颗粒(妈咪爱)
d1782	妈咪爱散剂
d1783	复方苦参注射液
d1784	复方苦参针(岩舒)
d1785	复方苦参注射液(岩舒)
d1786	碟脉灵针
d1787	苦碟子针(碟脉灵)
d1788	苦碟子注射液(碟脉灵)
d1789	苦碟子注射液(悦安欣)
d1790	坤泰胶囊
d1791	昆布眼水
d1792	昆明山海棠片(火把花根)
d1793	昆仙胶囊
d1794	贺普丁片(拉米夫定)
d1795	拉米夫定片(贺普丁)
d1796	拉米夫定片
d1797	拉坦前列素眼水(特力洁)
d1798	特力洁眼水(拉坦前列素)
d1799	特力洁眼水(拉坦前列索)
d1800	噻吗灵针(拉氧头孢钠)
d1801	注射用拉氧头孢钠(噻吗灵)
d1802	辣椒碱软膏(劲朗)
d1803	辣椒碱软膏
d1804	复方辣椒贴片(好及施温感)
d1805	复方辣椒贴(好及施贴(温感))
d1806	好及施帖(温感)(复方辣椒)
d1807	爱若华片(来氟米特)
d1808	来氟米特片(爱若华)
d1809	来氟米特片
d1810	弗隆片(来曲唑)
d1811	来曲唑片(芙瑞)
d1812	赖氨肌醇维B12口服溶液(同笑)
d1813	赖氨肌醇维B12口服溶液
d1814	赖氨匹林针(来比林)
d1815	注射用赖氨匹林
d1816	兰索拉唑肠溶片(兰悉多)
d1817	兰索拉唑胶囊(南国春)
d1818	兰索拉唑胶囊
d1819	蓝芩口服液
d1820	榄香烯针
d1821	榄香烯注射液
d1822	劳拉西泮片(罗拉)
d1823	劳拉西泮片
d1824	雷贝拉唑钠肠溶片(波利特)
d1825	雷贝拉唑钠肠溶胶囊(济诺)
d1826	雷贝拉唑钠肠溶胶囊
d1827	雷公藤多甙片(浙江)
d1828	雷公藤多甙片
d1829	雷尼替丁胶囊
d1830	盐酸雷尼替丁胶囊
d1831	巴氯芬片(力奥来素)
d1832	华乐沙(利巴韦林片)
d1833	利巴韦林片(华乐沙)
d1834	利巴韦林针(利迈欣)
d1835	利迈欣(注射用利巴韦林)
d1836	注射用利巴韦林(奇力青)
d1837	利巴韦林眼水(武汉)
d1838	利巴韦林气雾剂(信韦灵)
d1839	利巴韦林滴眼液
d1840	利巴韦林片
d1841	2%利多卡因针
d1842	2%盐酸利多卡因针
d1843	盐酸利多卡因胶浆
d1844	盐酸利多卡因注射液
d1845	利伐沙班片(拜瑞妥)
d1846	利伐沙班片
d1847	注射用利福平(维夫欣)
d1848	利福平滴眼液
d1849	利福平胶囊
d1850	利福平胶囊(RFP)
d1851	利福平眼水
d1852	利肝乐颗粒
d1853	利喉乐片
d1854	利可君片(利血生)
d1855	利血生片(利可君)
d1856	利可君片
d1857	利奈唑胺片(斯沃)
d1858	利奈唑胺针(斯沃)
d1859	利奈唑胺注射液(斯沃)
d1860	利培酮片(维思通)
d1861	利培酮片
d1862	利湿颗粒
d1863	利湿颗粒(利湿散)
d1864	利湿散
d1865	利湿散(低糖)
d1866	利湿止痒片
d1867	利他林片
d1868	利妥昔单抗针(美罗华)
d1869	复方利血平片
d1870	复方利血平氨苯蝶啶片(北京降压0号)
d1871	复方利血平氨苯蝶啶片
d1872	复方利血平氨苯蝶啶片(0号)
d1873	复方利血平氨苯蝶啶片(北)
d1874	莉芙敏片
d1875	惠尔血针
d1876	惠尔血针(粒细胞刺激因子)
d1877	连花清瘟胶囊
d1878	联苯苄唑乳膏(美克)
d1879	美克乳膏(联苯苄唑)
d1880	联苯苄唑乳膏
d1881	联苯双酯滴丸
d1882	联苯双酯丸
d1883	硫酸链霉素针(S.M)
d1884	注射用链霉素
d1885	注射用链霉素(S.M)
d1886	注射用硫酸链霉素
d1887	两性霉素B针(上海)
d1888	两性霉素B针
d1889	注射用两性霉素B
d1890	抑那通针(亮丙瑞林)
d1891	盐酸林可霉素注射液
d1892	注射用磷霉素钠(复美欣)
d1893	磷酸奥司他韦胶囊(可威)
d1894	磷酸川芎嗪片
d1895	磷酸氟达拉滨针(福达华)
d1896	注射用磷酸肌酸钠(杜玛)
d1897	磷酸肌酸钠针(唯嘉能)
d1898	唯嘉能(磷酸肌酸钠针)
d1899	唯嘉能针(磷酸肌酸钠)
d1900	注射用磷酸肌酸钠(唯嘉能)
d1901	注射用磷酸肌酸钠(英联)
d1902	磷酸肌酸钠针(长春)
d1903	磷酸肌酸钠针
d1904	注射用磷酸肌酸钠
d1905	磷酸可待因片
d1906	磷酸钠盐灌肠液(辉力)
d1907	灵术颗粒
d1908	灵芝胶囊
d1909	灵芝胶囊(民生)
d1910	灵芝孢子粉胶囊
d1911	羚羊角滴丸
d1912	羚羊角胶囊
d1913	羚羊角口服液
d1914	羚羊角胶囊(克比奇)
d1915	盐酸硫必利片(泰必利)
d1916	盐酸硫必利片
d1917	硫代硫酸钠针
d1918	注射用硫代硫酸钠
d1919	硫酸镁粉
d1920	硫酸镁注射液
d1921	硫糖铝混悬液(舒可捷)
d1922	硫糖铝口服混悬液(舒可捷)
d1923	舒可捷(硫糖铝混悬液)
d1924	硫糖铝口服混悬液
d1925	硫辛酸针(亚宝力舒)
d1926	硫辛酸注射液(亚宝力舒)
d1927	硫辛酸注射液
d1928	硫唑嘌呤片(信谊)
d1929	硫唑嘌呤片
d1930	柳氮磺吡啶肠溶片(维柳芬)
d1931	柳氮磺吡啶肠溶片
d1932	柳氮磺吡啶片
d1933	柳氮磺吡啶栓
d1934	复方柳唑气雾剂
d1935	声诺维针(六氟化硫微泡)
d1936	六味地黄丸
d1937	六味地黄丸(浓缩丸)(河南)
d1938	六味地黄丸(浓缩丸)
d1939	龙鳖胶囊
d1940	龙金通淋胶囊
d1941	龙牡壮骨颗粒
d1942	龙血竭胶囊
d1943	龙血竭片
d1944	龙血竭散
d1945	龙栀消癖(6)口服液
d1946	龙栀消癖口服液(无糖型)
d1947	癃清片
d1948	复方芦丁片
d1949	盐酸芦氟沙星胶囊
d1950	复方炉甘石洗剂
d1951	卤米松乳膏
d1952	澳能(卤米松乳膏)
d1953	卤米松乳膏(澳能)
d1954	新适确得乳膏(卤米松/三氯生)
d1955	鹿瓜多肽针(松梅乐)
d1956	鹿瓜多肽注射液(松梅乐)
d1957	松梅乐针(鹿瓜多肽)
d1958	鹿瓜多肽注射液
d1959	鹿瓜多肽粉针(黑龙江)
d1960	复方罗布麻片
d1961	罗格列酮片(文迪雅)
d1962	文迪雅片(罗格列酮)
d1963	文迪雅片(罗格列酮片)
d1964	马来酸罗格列酮片(文迪雅)
d1965	罗红霉素胶囊(仁苏)
d1966	罗红霉素胶囊
d1967	爱可松针(罗库溴铵)
d1968	罗库溴铵注射液(爱可松)
d1969	耐乐品针(罗哌卡因)(75mg)
d1970	盐酸罗哌卡因针(耐乐品)
d1971	盐酸罗哌卡因注射液(耐乐品)
d1972	耐乐品针(罗哌卡因)
d1973	罗通定注射液(颅痛定)
d1974	硫酸罗通定针
d1975	罗通定片
d1976	罗通定针
d1977	安体舒通片(螺内酯)
d1978	螺内酯片(安体舒通)
d1979	裸花紫珠片
d1980	洛铂针
d1981	注射用洛铂
d1982	洛哌丁胺胶囊(易蒙停)
d1983	盐酸洛哌丁胺胶囊(易蒙停)
d1984	易蒙停胶囊
d1985	盐酸洛哌丁胺胶囊
d1986	安达混悬液(铝镁加)
d1987	铝镁加混悬液(安达)
d1988	铝镁加混悬液
d1989	达喜片(铝碳酸镁)
d1990	铝碳酸镁片(达喜)
d1991	铝碳酸镁片
d1992	氯胺酮针
d1993	氯胺酮注射液
d1994	盐酸氯胺酮针
d1995	氯苯那敏片(扑尔敏)
d1996	马来酸氯苯那敏片(扑尔敏)
d1997	扑尔敏片
d1998	盐酸氯丙嗪针(冬眠灵)
d1999	盐酸氯丙嗪片
d2000	盐酸氯丙嗪针
d2001	盐酸氯丙嗪注射液
d2002	氯氮平片
d2003	感冒通片
d2004	氯芬黄敏片(感冒通)
d2005	氯化钙注射液
d2006	司可林针(氯化琥珀胆碱)
d2007	氯化钾缓释片(补达秀)
d2008	氯化钾缓释片
d2009	复方氯化钠针(林格氏)
d2010	复方氯化钠针(林格氏)(四川)
d2011	复方氯化钠针(林格氏)(四川科伦)
d2012	复方氯化钠(四川科伦)
d2013	复方氯化钠注射液(四川科伦)
d2014	复方氯化钠注射液
d2015	氯化钠注射液
d2016	醋酸氯己定散剂(洗必泰)
d2017	开瑞坦片(氯雷他定)
d2018	氯雷他定片(开瑞坦)
d2019	固令胶囊(氯膦酸二钠)
d2020	氯霉素眼水(东康)
d2021	氯霉素滴眼液
d2022	氯霉素片
d2023	氯霉素眼水
d2024	氯霉素针
d2025	氯霉素注射液
d2026	达路片(氯诺昔康)
d2027	氯诺昔康片(达路)
d2028	氯诺昔康针
d2029	科素亚片(氯沙坦钾)
d2030	氯沙坦钾片(科素亚)
d2031	海捷亚片(氯沙坦钾氢氯噻)
d2032	海捷亚片(氯沙坦钾氢氯噻嗪片)
d2033	氯沙坦钾氢氯噻嗪片(海捷亚)
d2034	氯硝西泮片
d2035	复方氯唑沙宗分散片(鲁南贝特)
d2036	复方氯唑沙宗胶囊(诗能)
d2037	麻苯滴鼻液
d2038	麻仁软胶囊
d2039	麻仁软胶囊(天津)
d2040	马栗种子提取物片(迈之灵)
d2041	迈之灵片(强力脉痔灵)
d2042	迈之灵片
d2043	马应龙麝香痔疮膏
d2044	硫酸吗啡缓释片(美施康定)
d2045	硫酸吗啡控释片(美施康定)
d2046	吗啡缓释片(美施康定)
d2047	吗啡控释片(美施康定)
d2048	美施康定缓释片(吗啡)
d2049	美施康定控释片(吗啡)
d2050	吗啡针
d2051	吗啡注射液
d2052	盐酸吗啡针
d2053	吗替麦考酚酯胶囊(骁悉)
d2054	麦味地黄口服液
d2055	脉络舒通颗粒
d2056	脉平片
d2057	曼吉磁贴
d2058	慢性鼻炎片
d2059	灌肠1号液(复方毛冬青)
d2060	灌肠1号液(复方毛冬青灌肠液)
d2061	灌肠Ⅰ号(复方毛冬青灌)
d2062	毛冬青灌肠液(灌肠1号)
d2063	复方毛冬青灌肠液
d2064	毛果芸香碱滴眼液(真瑞)
d2065	毛果芸香碱滴眼液
d2066	盐酸美金刚片(易倍申)
d2067	美罗培南针(美平)
d2068	美平(注射用美罗培南)
d2069	注射用美罗培南(美平)
d2070	美洛西林钠针(力扬)
d2071	美满霉素胶囊
d2072	惠菲宁(美敏伪麻溶液)
d2073	惠菲宁溶液(美敏伪麻)
d2074	美敏伪麻溶液(儿童)(惠菲宁)
d2075	美敏伪麻溶液(惠菲宁)
d2076	美敏伪麻溶液
d2077	美沙拉秦缓释颗粒剂(艾迪莎)
d2078	美沙拉嗪栓(莎尔福)
d2079	美沙拉秦缓释颗粒剂
d2080	美司那针(美安)
d2081	美司钠针(美安)
d2082	倍他乐克缓释片(琥珀酸美)
d2083	倍他乐克片(美托洛尔)
d2084	琥珀酸美托洛尔缓释片(倍他乐克)
d2085	酒石酸美托洛尔片(倍他乐克)
d2086	美托洛尔片(倍他乐克)
d2087	美西律片
d2088	盐酸美西律片
d2089	门冬氨酸钾镁针(潘南金)
d2090	门冬氨酸钾镁注射液(潘南)
d2091	门冬氨酸钾镁注射液(潘南金)
d2092	潘南金片
d2093	潘南金片(门冬氨酸钾镁)
d2094	门冬氨酸鸟氨酸针(瑞甘)
d2095	瑞苷针(门冬氨酸鸟氨酸)
d2096	注射用门冬氨酸鸟氨酸(瑞苷)
d2097	复方门冬泛甘滴眼液(新乐敦)
d2098	复方门冬泛甘眼水(新乐敦)
d2099	新乐敦眼水
d2100	复方门冬维甘滴眼液(新乐敦)
d2101	(诺和锐笔芯)门冬胰岛素注射液
d2102	(诺和锐特充)门冬胰岛素特充针
d2103	(诺和锐特充)门冬胰岛素注射液
d2104	门冬胰岛素特充针(诺和锐特充)
d2105	门冬胰岛素注射液(诺和锐)
d2106	门冬胰岛素注射液(诺和锐特充)
d2107	诺和锐笔芯(门冬胰岛素)
d2108	(诺和锐30笔芯)门冬胰岛素30注射液
d2109	(诺和锐30特充)门冬胰岛素30特充针
d2110	(诺和锐30特充)门冬胰岛素30注射液
d2111	门冬胰岛素30特充针(诺和锐30特充)
d2112	门冬胰岛素30注射液(诺和锐30笔芯)
d2113	诺和锐30笔芯
d2114	诺和锐30特充(门冬胰岛素)
d2115	蒙脱石散(思密达)
d2116	思密达粉(蒙脱石)
d2117	蒙脱石散
d2118	孟鲁司特钠咀嚼片(顺尔宁)
d2119	孟鲁司特钠片(顺尔宁)
d2120	顺尔宁片(孟鲁司特钠)
d2121	孟鲁司特钠咀嚼片
d2122	孟鲁司特钠片
d2123	力月西针(咪达唑仑)
d2124	咪达唑仑针(力月西)
d2125	咪达唑仑注射液(力月西)
d2126	咪达唑仑注射液
d2127	达克宁(咪康唑阴道软胶囊)
d2128	达克宁(硝酸咪康唑阴道软胶囊)
d2129	达克宁膏(咪康唑)
d2130	达克宁软胶囊(咪康唑阴道软胶囊)
d2131	达克宁栓(硝酸咪康唑栓)
d2132	咪康唑膏(达克宁)
d2133	咪唑斯汀缓释片(皿治林)
d2134	糜蛋白酶针(上海)
d2135	糜蛋白酶针
d2136	注射用糜蛋白酶
d2137	注射用糜蛋白酶针
d2138	米氮平片(瑞美隆)
d2139	瑞美隆(米氮平)
d2140	瑞美隆片(米氮平片)
d2141	米非司酮片(含珠停)
d2142	米力农针(鲁南力康)
d2143	米力农注射液(鲁南力康)
d2144	米诺环素胶囊(玫满(美满))
d2145	盐酸米诺环素胶囊(美满)
d2146	盐酸米诺环素胶囊
d2147	米索前列醇片(喜克馈)
d2148	喜克溃(米索前列醇片)
d2149	米索前列醇片
d2150	盐酸米托蒽醌针(米西宁)
d2151	泌淋清胶囊
d2152	蜜炼川贝批杷膏(潘高寿)
d2153	蜜炼川贝枇杷膏
d2154	蜜炼川贝枇杷膏(潘高寿)
d2155	灭菌注射用水针(福州)
d2156	灭菌注射用水(君立康)
d2157	灭菌注射用水
d2158	灭菌注射用水针
d2159	明目地黄胶囊
d2160	明目地黄丸
d2161	明目地黄丸(河南)
d2162	百多邦软膏
d2163	百多邦软膏(莫匹罗星)
d2164	莫匹罗星软膏(百多邦)
d2165	莫匹罗星软膏
d2166	拜复乐片(盐酸莫西沙星)
d2167	拜复乐针(莫西沙星)
d2168	拜复乐针(莫西沙星氯化钠)
d2169	莫西沙星片(拜复乐)
d2170	盐酸莫西沙星(拜复乐片)
d2171	盐酸莫西沙星氯化钠针(拜复乐)
d2172	盐酸莫西沙星氯化钠注射液(拜复乐)
d2173	盐酸莫西沙星片(拜复乐)
d2174	盐酸莫西沙星片
d2175	那格列奈片(唐力)
d2176	唐力片(那格列奈)
d2177	啡迪澳(盐酸纳洛酮针)
d2178	盐酸纳洛酮针(啡迪澳)
d2179	盐酸纳洛酮针
d2180	盐酸纳洛酮注射液
d2181	钠催离缓释片
d2182	奈达铂针(奥先达)
d2183	注射用奈达铂(奥先达)
d2184	奈达铂针(澳先达)
d2185	奈达铂针(鲁贝)
d2186	注射用奈达铂(鲁贝)
d2187	硫酸奈替米星针(益天星)
d2188	注射用萘夫西林钠(欣轻三)
d2189	盐酸萘甲唑啉滴鼻液(鼻眼净)
d2190	复方萘甲唑啉滴眼液(那素达眼水)
d2191	萘敏维滴眼液(E洁)
d2192	萘敏维眼水(E洁)
d2193	萘替芬酮康唑乳膏(必亮)
d2194	复方南板蓝根片
d2195	复方南星止痛膏
d2196	脑蛋白水解物氯化钠针(普沁)
d2197	脑蛋白水解物针(珍肽)
d2198	珍肽(脑蛋白水解物针)
d2199	珍肽(注射用脑蛋白水解物)
d2200	复方脑蛋白水解物
d2201	复方脑蛋白水解物片
d2202	脑络通胶囊
d2203	脑栓通胶囊
d2204	脑心清片
d2205	脑心通胶囊
d2206	尼可刹米针(可拉明)
d2207	尼美舒利分散片(瑞普乐)
d2208	瑞普乐分散片(尼美舒利)
d2209	尼美舒利颗粒(瑞芝清)
d2210	尼美舒利分散片
d2211	尼膜同片(尼莫地平)
d2212	尼莫地平片(尼膜同)
d2213	尼莫地平针(尼膜同)
d2214	尼莫地平针(尼莫同)
d2215	尼莫地平片(正大)
d2216	尼莫地平片
d2217	尼妥珠单抗注射液(泰欣生)
d2218	尿毒康颗粒(低糖)
